C1	34.00	18.00	270.00	22pF	0603
C2	37.00	18.00	270.00	22pF	0603
C3	40.00	18.00	270.00	22pF	0603
C4	43.00	18.00	270.00	22pF	0603
C5	46.00	18.00	270.00	10uF	0603
C6	52.00	18.00	90.00	10uF	0603
C7	49.00	18.00	270.00	4.7uF	0603
R1	44.00	8.00	90.00	10k	0603
R2	47.00	8.00	90.00	10k	0603
R3	50.00	8.00	270.00	47k	0603
U$1	28.55	10.75	270.00	NCP1117	NCP1117
